,cle_triptyque,chapter,Num_paragr,Num_phrase,Phrase,Sujet,Verbe,Objet,time_texte_auto,time_code_auto,time_texte,time_code,time_source,time_ud_governor,temps_ref,temps_auto,statut_temps
1112,5 || 185 || 378 || cette émotion || passa || par la voie des reporters et des journaux,5,185,378,"Puis, du club, cette émotion passa aux journaux par la voie des reporters, et des journaux au public de Londres et de tout le Royaume - Uni.",cette émotion,passa,par la voie des reporters et des journaux,à huit heures quarante - cinq,1872-10-02-20,la nuit,1872-12-21-22-00,precedent_context,noire,1872-10-02-20,1872-12-21-22,temps_different
1113,5 || 185 || 378 || cette émotion || passa || au public de londres et de tout le royaume-uni,5,185,378,"Puis, du club, cette émotion passa aux journaux par la voie des reporters, et des journaux au public de Londres et de tout le Royaume - Uni.",cette émotion,passa,au public de Londres et de tout le Royaume-Uni,à huit heures quarante - cinq,1872-10-02-20,la nuit,1872-12-21-22-00,precedent_context,noire,1872-10-02-20,1872-12-21-22,temps_different
1114,5 || 186 || 379 || cette question du tour du monde || commentée || avec autant de passion et d'ardeur,5,186,379,"Cette« question du tour du monde» fut commentée, discutée, disséquée, avec autant de passion et d' ardeur que s' il se fût agi d' une nouvelle affaire de l' Alabama.",Cette question du tour du monde,commentée,avec autant de passion et d'ardeur,à huit heures quarante - cinq,1872-10-02-20,la nuit,1872-12-21-22-00,precedent_context,noire,1872-10-02-20,1872-12-21-22,temps_different
1115,5 || 186 || 379 || cette question du tour du monde || discutée || _,5,186,379,"Cette« question du tour du monde» fut commentée, discutée, disséquée, avec autant de passion et d' ardeur que s' il se fût agi d' une nouvelle affaire de l' Alabama.",Cette question du tour du monde,discutée,,à huit heures quarante - cinq,1872-10-02-20,la nuit,1872-12-21-22-00,precedent_context,noire,1872-10-02-20,1872-12-21-22,temps_different
1116,5 || 186 || 379 || cette question du tour du monde || disséquée || _,5,186,379,"Cette« question du tour du monde» fut commentée, discutée, disséquée, avec autant de passion et d' ardeur que s' il se fût agi d' une nouvelle affaire de l' Alabama.",Cette question du tour du monde,disséquée,,à huit heures quarante - cinq,1872-10-02-20,la nuit,1872-12-21-22-00,precedent_context,noire,1872-10-02-20,1872-12-21-22,temps_different
1117,5 || 186 || 379 || cette question du tour du monde || agi || se,5,186,379,"Cette« question du tour du monde» fut commentée, discutée, disséquée, avec autant de passion et d' ardeur que s' il se fût agi d' une nouvelle affaire de l' Alabama.",Cette question du tour du monde,agi,se,à huit heures quarante - cinq,1872-10-02-20,la nuit,1872-12-21-22-00,precedent_context,noire,1872-10-02-20,1872-12-21-22,temps_different
1118,5 || 186 || 379 || cette question du tour du monde || agi || d'une nouvelle affaire de l'alabama,5,186,379,"Cette« question du tour du monde» fut commentée, discutée, disséquée, avec autant de passion et d' ardeur que s' il se fût agi d' une nouvelle affaire de l' Alabama.",Cette question du tour du monde,agi,d'une nouvelle affaire de l'Alabama,à huit heures quarante - cinq,1872-10-02-20,la nuit,1872-12-21-22-00,precedent_context,noire,1872-10-02-20,1872-12-21-22,temps_different
1119,5 || 186 || 380 || les uns || prirent || parti,5,186,380,"Les uns prirent parti pour Phileas Fogg, les autres- et ils formèrent bientôt une majorité considérable- se prononcèrent contre lui.",Les uns,prirent,parti,à huit heures quarante - cinq,1872-10-02-20,la nuit,1872-12-21-22-00,precedent_context,noire,1872-10-02-20,1872-12-21-22,temps_different
1120,5 || 186 || 380 || les uns || prirent || pour phileas fogg,5,186,380,"Les uns prirent parti pour Phileas Fogg, les autres- et ils formèrent bientôt une majorité considérable- se prononcèrent contre lui.",Les uns,prirent,pour Phileas Fogg,à huit heures quarante - cinq,1872-10-02-20,la nuit,1872-12-21-22-00,precedent_context,noire,1872-10-02-20,1872-12-21-22,temps_different
1121,5 || 186 || 380 || les autres || formèrent || une majorité considérable,5,186,380,"Les uns prirent parti pour Phileas Fogg, les autres- et ils formèrent bientôt une majorité considérable- se prononcèrent contre lui.",les autres,formèrent,une majorité considérable,à huit heures quarante - cinq,1872-10-02-20,la nuit,1872-12-21-22-00,precedent_context,noire,1872-10-02-20,1872-12-21-22,temps_different
1122,5 || 186 || 380 || les uns || prononcèrent || considérable-se,5,186,380,"Les uns prirent parti pour Phileas Fogg, les autres- et ils formèrent bientôt une majorité considérable- se prononcèrent contre lui.",Les uns,prononcèrent,considérable-se,à huit heures quarante - cinq,1872-10-02-20,la nuit,1872-12-21-22-00,precedent_context,noire,1872-10-02-20,1872-12-21-22,temps_different
1123,5 || 186 || 380 || les uns || prononcèrent || contre lui,5,186,380,"Les uns prirent parti pour Phileas Fogg, les autres- et ils formèrent bientôt une majorité considérable- se prononcèrent contre lui.",Les uns,prononcèrent,contre lui,à huit heures quarante - cinq,1872-10-02-20,la nuit,1872-12-21-22-00,precedent_context,noire,1872-10-02-20,1872-12-21-22,temps_different
1124,5 || 186 || 381 || _ || accomplir || dans ce minimum de temps,5,186,381,"Ce tour du monde à accomplir, autrement qu' en théorie et sur le papier, dans ce minimum de temps, avec les moyens de communication actuellement en usage, ce n' était pas seulement impossible, c' était insensé!",,accomplir,dans ce minimum de temps,à huit heures quarante - cinq,1872-10-02-20,la nuit,1872-12-21-22-00,precedent_context,noire,1872-10-02-20,1872-12-21-22,temps_different
1125,5 || 186 || 381 || _ || accomplir || avec les moyens de communication actuellement en usage,5,186,381,"Ce tour du monde à accomplir, autrement qu' en théorie et sur le papier, dans ce minimum de temps, avec les moyens de communication actuellement en usage, ce n' était pas seulement impossible, c' était insensé!",,accomplir,avec les moyens de communication actuellement en usage,à huit heures quarante - cinq,1872-10-02-20,la nuit,1872-12-21-22-00,precedent_context,noire,1872-10-02-20,1872-12-21-22,temps_different
1126,5 || 187 || 382 || le times le standard l'evening star le morning chronicle et vingt autres journaux de grande publicité || déclarèrent || se,5,187,382,"Le Times, le Standard, l' Evening Star, le Morning Chronicle, et vingt autres journaux de grande publicité, se déclarèrent contre Mr. Fogg.",Le Times le Standard l'Evening Star le Morning Chronicle et vingt autres journaux de grande publicité,déclarèrent,se,à huit heures quarante - cinq,1872-10-02-20,la nuit,1872-12-21-22-00,precedent_context,noire,1872-10-02-20,1872-12-21-22,temps_different
1127,5 || 187 || 382 || le times le standard l'evening star le morning chronicle et vingt autres journaux de grande publicité || déclarèrent || contre mr. fogg,5,187,382,"Le Times, le Standard, l' Evening Star, le Morning Chronicle, et vingt autres journaux de grande publicité, se déclarèrent contre Mr. Fogg.",Le Times le Standard l'Evening Star le Morning Chronicle et vingt autres journaux de grande publicité,déclarèrent,contre Mr. Fogg,à huit heures quarante - cinq,1872-10-02-20,la nuit,1872-12-21-22-00,precedent_context,noire,1872-10-02-20,1872-12-21-22,temps_different
1128,5 || 187 || 383 || le daily telegraph || soutint || le,5,187,383,"Seul, le Daily Telegraph le soutint dans une certaine mesure.",le Daily Telegraph,soutint,le,à huit heures quarante - cinq,1872-10-02-20,la nuit,1872-12-21-22-00,precedent_context,noire,1872-10-02-20,1872-12-21-22,temps_different
1129,5 || 187 || 383 || le daily telegraph || soutint || dans une certaine mesure,5,187,383,"Seul, le Daily Telegraph le soutint dans une certaine mesure.",le Daily Telegraph,soutint,dans une certaine mesure,à huit heures quarante - cinq,1872-10-02-20,la nuit,1872-12-21-22-00,precedent_context,noire,1872-10-02-20,1872-12-21-22,temps_different
1130,5 || 187 || 384 || phileas fogg || traité || _,5,187,384,"Phileas Fogg fut généralement traité de maniaque, de fou, et ses collègues du Reform - Club furent blâmés d' avoir tenu ce pari, qui accusait un affaiblissement dans les facultés mentales de son auteur.",Phileas Fogg,traité,,à huit heures quarante - cinq,1872-10-02-20,la nuit,1872-12-21-22-00,precedent_context,noire,1872-10-02-20,1872-12-21-22,temps_different
1131,5 || 187 || 384 || ses collègues du reform-club || blâmés || _,5,187,384,"Phileas Fogg fut généralement traité de maniaque, de fou, et ses collègues du Reform - Club furent blâmés d' avoir tenu ce pari, qui accusait un affaiblissement dans les facultés mentales de son auteur.",ses collègues du Reform-Club,blâmés,,à huit heures quarante - cinq,1872-10-02-20,la nuit,1872-12-21-22-00,precedent_context,noire,1872-10-02-20,1872-12-21-22,temps_different
1132,5 || 187 || 384 || ses collègues du reform-club || tenu || ce pari,5,187,384,"Phileas Fogg fut généralement traité de maniaque, de fou, et ses collègues du Reform - Club furent blâmés d' avoir tenu ce pari, qui accusait un affaiblissement dans les facultés mentales de son auteur.",ses collègues du Reform-Club,tenu,ce pari,à huit heures quarante - cinq,1872-10-02-20,la nuit,1872-12-21-22-00,precedent_context,noire,1872-10-02-20,1872-12-21-22,temps_different
1133,5 || 187 || 384 || qui || accusait || un affaiblissement dans les facultés mentales de son auteur,5,187,384,"Phileas Fogg fut généralement traité de maniaque, de fou, et ses collègues du Reform - Club furent blâmés d' avoir tenu ce pari, qui accusait un affaiblissement dans les facultés mentales de son auteur.",qui,accusait,un affaiblissement dans les facultés mentales de son auteur,à huit heures quarante - cinq,1872-10-02-20,la nuit,1872-12-21-22-00,precedent_context,noire,1872-10-02-20,1872-12-21-22,temps_different
1134,5 || 188 || 385 || des articles extrêmement passionnés mais logiques || parurent || sur la question,5,188,385,"Des articles extrêmement passionnés, mais logiques, parurent sur la question.",Des articles extrêmement passionnés mais logiques,parurent,sur la question,à huit heures quarante - cinq,1872-10-02-20,la nuit,1872-12-21-22-00,precedent_context,noire,1872-10-02-20,1872-12-21-22,temps_different
1135,5 || 188 || 386 || on || sait || l'intérêt à tout ce,5,188,386,On sait l' intérêt que l' on porte en Angleterre à tout ce qui touche à la géographie.,On,sait,l'intérêt à tout ce,à huit heures quarante - cinq,1872-10-02-20,la nuit,1872-12-21-22-00,precedent_context,noire,1872-10-02-20,1872-12-21-22,temps_different
1136,5 || 188 || 386 || l' || porte || que,5,188,386,On sait l' intérêt que l' on porte en Angleterre à tout ce qui touche à la géographie.,l',porte,que,à huit heures quarante - cinq,1872-10-02-20,la nuit,1872-12-21-22-00,precedent_context,noire,1872-10-02-20,1872-12-21-22,temps_different
1137,5 || 188 || 386 || l' || porte || en angleterre,5,188,386,On sait l' intérêt que l' on porte en Angleterre à tout ce qui touche à la géographie.,l',porte,en Angleterre,à huit heures quarante - cinq,1872-10-02-20,la nuit,1872-12-21-22-00,precedent_context,noire,1872-10-02-20,1872-12-21-22,temps_different
1138,5 || 188 || 386 || qui || touche || à la géographie,5,188,386,On sait l' intérêt que l' on porte en Angleterre à tout ce qui touche à la géographie.,qui,touche,à la géographie,à huit heures quarante - cinq,1872-10-02-20,la nuit,1872-12-21-22-00,precedent_context,noire,1872-10-02-20,1872-12-21-22,temps_different
1139,5 || 188 || 387 || à quelque classe || appartînt || _,5,188,387,"Aussi n' était -il pas un lecteur, à quelque classe qu' il appartînt, qui ne dévorât les colonnes consacrées au cas de Phileas Fogg.",à quelque classe,appartînt,,à huit heures quarante - cinq,1872-10-02-20,la nuit,1872-12-21-22-00,precedent_context,noire,1872-10-02-20,1872-12-21-22,temps_different
1140,5 || 188 || 387 || qui || dévorât || les colonnes,5,188,387,"Aussi n' était -il pas un lecteur, à quelque classe qu' il appartînt, qui ne dévorât les colonnes consacrées au cas de Phileas Fogg.",qui,dévorât,les colonnes,à huit heures quarante - cinq,1872-10-02-20,la nuit,1872-12-21-22-00,precedent_context,noire,1872-10-02-20,1872-12-21-22,temps_different
1141,5 || 188 || 387 || _ || consacrées || au cas de phileas fogg,5,188,387,"Aussi n' était -il pas un lecteur, à quelque classe qu' il appartînt, qui ne dévorât les colonnes consacrées au cas de Phileas Fogg.",,consacrées,au cas de Phileas Fogg,à huit heures quarante - cinq,1872-10-02-20,la nuit,1872-12-21-22-00,precedent_context,noire,1872-10-02-20,1872-12-21-22,temps_different
1142,5 || 189 || 388 || _ || publié || son portrait,5,189,388,"Pendant les premiers jours, quelques esprits audacieux- les femmes principalement- furent pour lui, surtout quand l' Illustrated London News eut publié son portrait d' après sa photographie déposée aux archives du Reform - Club.",,publié,son portrait,pendant les premiers jours,1872-10-05-00,la nuit,1872-12-21-22-00,precedent_context,noire,1872-10-05-00,1872-12-21-22,temps_different
1143,5 || 189 || 388 || _ || publié || d'après sa photographie,5,189,388,"Pendant les premiers jours, quelques esprits audacieux- les femmes principalement- furent pour lui, surtout quand l' Illustrated London News eut publié son portrait d' après sa photographie déposée aux archives du Reform - Club.",,publié,d'après sa photographie,pendant les premiers jours,1872-10-05-00,la nuit,1872-12-21-22-00,precedent_context,noire,1872-10-05-00,1872-12-21-22,temps_different
1144,5 || 189 || 388 || _ || déposée || aux archives du reform-club,5,189,388,"Pendant les premiers jours, quelques esprits audacieux- les femmes principalement- furent pour lui, surtout quand l' Illustrated London News eut publié son portrait d' après sa photographie déposée aux archives du Reform - Club.",,déposée,aux archives du Reform-Club,pendant les premiers jours,1872-10-05-00,la nuit,1872-12-21-22-00,precedent_context,noire,1872-10-05-00,1872-12-21-22,temps_different
1145,5 || 189 || 389 || certains gentlemen || osaient || hé,5,189,389,"Certains gentlemen osaient dire:« Hé! hé! pourquoi pas, après tout?",Certains gentlemen,osaient,Hé,pendant les premiers jours,1872-10-05-00,la nuit,1872-12-21-22-00,precedent_context,noire,1872-10-05-00,1872-12-21-22,temps_different
1146,5 || 189 || 389 || certains gentlemen || osaient || après tout,5,189,389,"Certains gentlemen osaient dire:« Hé! hé! pourquoi pas, après tout?",Certains gentlemen,osaient,après tout,pendant les premiers jours,1872-10-05-00,la nuit,1872-12-21-22-00,precedent_context,noire,1872-10-05-00,1872-12-21-22,temps_different
1147,5 || 189 || 389 || certains gentlemen || dire || _,5,189,389,"Certains gentlemen osaient dire:« Hé! hé! pourquoi pas, après tout?",Certains gentlemen,dire,,pendant les premiers jours,1872-10-05-00,la nuit,1872-12-21-22-00,precedent_context,noire,1872-10-05-00,1872-12-21-22,temps_different
1148,5 || 189 || 390 || on || vu || des choses plus extraordinaires,5,189,390,On a vu des choses plus extraordinaires!» C' étaient surtout les lecteurs du Daily Telegraph.,On,vu,des choses plus extraordinaires,pendant les premiers jours,1872-10-05-00,la nuit,1872-12-21-22-00,precedent_context,noire,1872-10-05-00,1872-12-21-22,temps_different
1149,5 || 189 || 391 || on || sentit || _,5,189,391,Mais on sentit bientôt que ce journal lui-même commençait à faiblir.,on,sentit,,pendant les premiers jours,1872-10-05-00,la nuit,1872-12-21-22-00,precedent_context,noire,1872-10-05-00,1872-12-21-22,temps_different
1150,5 || 189 || 391 || ce journal lui-même || commençait || _,5,189,391,Mais on sentit bientôt que ce journal lui-même commençait à faiblir.,ce journal lui-même,commençait,,pendant les premiers jours,1872-10-05-00,la nuit,1872-12-21-22-00,precedent_context,noire,1872-10-05-00,1872-12-21-22,temps_different
1151,5 || 189 || 391 || ce journal lui-même || faiblir || _,5,189,391,Mais on sentit bientôt que ce journal lui-même commençait à faiblir.,ce journal lui-même,faiblir,,pendant les premiers jours,1872-10-05-00,la nuit,1872-12-21-22-00,precedent_context,noire,1872-10-05-00,1872-12-21-22,temps_different
